Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
sphereActivity,sphereActivity,suffix_tree,0.6,5,1,0,2.0,1e-06,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,5,8,2,10.0,0.0001,0.0,0.0,0,1,False,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,5,5,4,2.0,0.0001,1e-06,0.0,0,1,False,0.8
sphereActivity,sphereActivity,suffix_tree,0.6,5,6,2,8.0,1e-06,0.0001,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.6,5,4,3,2.0,1e-06,0.0,0.0,0,1,False,0.75
sphereActivity,sphereActivity,suffix_tree,0.6,5,6,2,2.0,1e-06,0.0001,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.6,5,4,2,10.0,0.0001,0.0001,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,6,4,2,10.0,0.0001,0.0,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,6,10,2,4.0,1e-05,0.0,0.0,1,1,True,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,6,4,0,10.0,1e-05,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,6,1,1,2.0,1e-06,1e-06,0.0,0,1,False,1.0
sphereActivity,sphereActivity,suffix_tree,0.6,6,8,2,10.0,0.0001,0.0,0.0,0,1,False,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,6,5,1,2.0,0.0001,1e-06,0.0,1,1,True,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,6,6,3,8.0,1e-06,0.0001,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,6,4,1,2.0,1e-06,0.0,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,6,6,3,2.0,1e-06,0.0001,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,6,4,0,10.0,0.0001,0.0001,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,7,4,2,10.0,0.0001,0.0,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,7,10,7,4.0,1e-05,0.0,0.0,0,1,False,0.7
sphereActivity,sphereActivity,suffix_tree,0.6,7,4,1,10.0,1e-05,1e-06,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,7,1,0,2.0,1e-06,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,7,8,4,10.0,0.0001,0.0,0.0,0,1,False,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,7,5,3,2.0,0.0001,1e-06,0.0,0,1,False,0.6
sphereActivity,sphereActivity,suffix_tree,0.6,7,6,4,8.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,7,4,1,2.0,1e-06,0.0,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,7,6,4,2.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,7,4,1,10.0,0.0001,0.0001,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,8,4,3,10.0,0.0001,0.0,0.0,0,1,False,0.75
sphereActivity,sphereActivity,suffix_tree,0.6,8,10,3,4.0,1e-05,0.0,0.0,0,1,False,0.3
sphereActivity,sphereActivity,suffix_tree,0.6,8,4,0,10.0,1e-05,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,8,1,1,2.0,1e-06,1e-06,0.0,0,1,False,1.0
sphereActivity,sphereActivity,suffix_tree,0.6,8,8,7,10.0,0.0001,0.0,0.0,0,1,False,0.875
sphereActivity,sphereActivity,suffix_tree,0.6,8,5,1,2.0,0.0001,1e-06,0.0,1,1,True,0.2
